+0.01566211-0.00000000i, -0.00016701+0.00005184i, -0.00017687+0.00008635i, +0.00008504-0.00017534i, +0.00014078+0.00019776i, -0.00009362+0.00014836i, -0.00005422+0.00010321i, +0.00017911-0.00008031i, -0.00010297+0.00021571i, -0.00005072-0.00000547i, -0.00024011-0.00039685i, +0.00028814-0.00010880i, -0.00000233-0.00000218i, -0.00011433-0.00003282i, -0.00007344+0.00004480i, +0.00002322-0.00012493i, +0.00013828-0.00022634i, +0.00011049+0.00001155i, +0.00013229+0.00017003i, -0.00015210+0.00016457i, -0.00002731-0.00025847i, -0.00007520-0.00000012i, -0.00004431+0.00002481i, +0.00012599-0.00002767i, +0.00018140-0.00013626i, -0.00018234+0.00008112i, -0.00034860-0.00009809i, +0.00008628-0.00011258i, +0.00007421-0.00015548i, +0.00003621-0.00020099i, +0.00000261+0.00007598i, -0.00000811+0.00019110i, +0.00060736+0.00052704i, -0.00021205+0.00007837i, -0.00001029+0.00009189i, +0.00016128-0.00005416i, -0.00005611+0.00035268i, -0.00023895-0.00001375i, -0.00000412+0.00028371i, -0.00005343-0.00001574i, -0.00020954+0.00016014i, -0.00001728-0.00006331i, +0.00006913-0.00018280i, +0.00000621+0.00003801i, +0.00006901-0.00008702i, +0.00006195+0.00000259i, -0.00001498+0.00011055i, -0.00028402-0.00008390i, +0.00007397-0.00033747i, +0.00000937-0.00007643i, +0.00023450+0.00003492i, -0.00010128-0.00002379i, +0.00016203-0.00014247i, +0.00003879-0.00004099i, -0.00009157-0.00015058i, -0.00014329+0.00009040i, -0.00016796-0.00014252i, -0.00007880-0.00003181i, -0.00003083+0.00006102i, -0.00010634+0.00004335i, +0.00010727-0.00001562i, +0.00007037-0.00009365i, +0.00018764-0.00013031i, +0.00030293-0.00002960i
+0.00000937+0.00007643i, +0.00023014+0.00039292i, +0.00003304+0.00010651i, +0.00010575-0.00000534i, +0.00012883-0.00000004i, +0.00003333-0.00012949i, -0.00003406-0.00001162i, -0.00000810+0.00012854i, +0.00006470-0.00013420i, -0.00013532-0.00001017i, +0.00012328-0.00003402i, +0.00001844+0.00008092i, -0.00001288+0.00004341i, +0.00004738+0.00006949i, -0.00002125-0.00001486i, +0.00008237-0.00002316i, -0.00004596+0.00001418i, +0.00008608-0.00005021i, -0.00006495-0.00000004i, +0.00013757-0.00016133i, +0.00017205-0.00004533i, -0.00010219+0.00005566i, +0.00003879+0.00002781i, +0.00000019+0.00005731i, +0.00000497+0.00021095i, +0.00005803+0.00013768i, +0.00003805+0.00004495i, +0.00009993-0.00013148i, -0.00008387-0.00005118i, -0.00002042-0.00004620i, -0.00000202-0.00004452i, -0.00000953-0.00010329i, -0.00016205-0.00007721i, -0.00022503-0.00025680i, +0.00006978+0.00001529i, +0.00008982+0.00000166i, +0.00011557+0.00004229i, +0.00006309-0.00004628i, -0.00007544-0.00003323i, +0.00003508+0.00001272i, +0.00020976-0.00016722i, +0.00004525-0.00002604i, -0.00001404-0.00001538i, +0.00006311+0.00016182i, +0.00005716-0.00001833i, +0.00001755+0.00008223i, -0.00006100+0.00003101i, +0.00012142+0.00006091i, -0.00005080-0.00018911i, +0.01554624+0.00000000i, +0.00021460-0.00025988i, -0.00010681-0.00027973i, -0.00007718+0.00000369i, +0.00006576+0.00003446i, -0.00005154+0.00004307i, +0.00005040+0.00003201i, +0.00003629-0.00000715i, +0.00001121+0.00000983i, -0.00002780-0.00010580i, +0.00011752+0.00011309i, +0.00011936+0.00012580i, +0.00004159+0.00022411i, -0.00014137+0.00001583i, -0.00010057-0.00008271i
+0.00023450-0.00003492i, -0.00012961-0.00007583i, +0.00001113+0.00041882i, -0.00023919-0.00009993i, +0.00032678+0.00007268i, -0.00000938+0.00034326i, +0.00003961-0.00007429i, +0.00013117-0.00012952i, -0.00007637+0.00028934i, +0.00017026+0.00013924i, -0.00060868-0.00018299i, +0.00003534+0.00011990i, +0.00012558+0.00008800i, -0.00002490-0.00001963i, -0.00009872+0.00013347i, +0.00018882-0.00005146i, -0.00002046-0.00007073i, +0.00004419+0.00001361i, +0.00001836-0.00016841i, -0.00002014+0.00024947i, -0.00023426-0.00014059i, -0.00009293-0.00013787i, -0.00001550-0.00023271i, +0.00031087-0.00009000i, -0.00006711+0.00004076i, -0.00018562-0.00000879i, -0.00046601+0.00007381i, +0.00016160-0.00010218i, +0.00020047-0.00008908i, +0.00023682-0.00027457i, -0.00017185+0.00040319i, +0.00001203-0.00003893i, +0.00018632+0.00029344i, -0.00008161+0.00021028i, -0.00021165+0.00018996i, +0.00003143-0.00006080i, -0.00000741+0.00031516i, -0.00029276-0.00007027i, -0.00008956+0.00033890i, -0.00029717-0.00006640i, -0.00009766+0.00032298i, +0.00003875-0.00006567i, +0.00041022-0.00017778i, -0.00007628+0.00006691i, -0.00014618-0.00007276i, +0.00000139+0.00004199i, -0.00026568+0.00011386i, -0.00028867-0.00005973i, -0.00042207-0.00009805i, +0.00021460+0.00025988i, +0.01563356+0.00000000i, -0.00031854+0.00022884i, +0.00024040-0.00030964i, +0.00021602-0.00015730i, +0.00035999-0.00012433i, -0.00038664+0.00007285i, -0.00013341+0.00006029i, +0.00024458+0.00017003i, +0.00018947+0.00041979i, -0.00018545+0.00002171i, +0.00003809-0.00010751i, +0.00020027-0.00029380i, +0.00017988-0.00034649i, +0.00052746+0.00000495i
-0.00010128+0.00002379i, +0.00015745+0.00010483i, -0.00003108-0.00018887i, +0.00021587+0.00024771i, -0.00010288-0.00011393i, +0.00004739-0.00007961i, -0.00017858-0.00003662i, -0.00019551+0.00002103i, -0.00004319-0.00017513i, -0.00003732-0.00009021i, +0.00025466+0.00008604i, -0.00011089-0.00009863i, -0.00011215-0.00001845i, +0.00008762-0.00008983i, +0.00010955-0.00008230i, -0.00014895+0.00027741i, -0.00006424-0.00001795i, -0.00008409-0.00005866i, -0.00005974+0.00012485i, +0.00019000-0.00034291i, +0.00026693+0.00002938i, +0.00017149+0.00016193i, -0.00003492+0.00025132i, -0.00021192+0.00016112i, +0.00002814+0.00001399i, +0.00007547+0.00025452i, +0.00026622-0.00004252i, -0.00013001+0.00010133i, -0.00010697+0.00007409i, -0.00000363+0.00023296i, -0.00001116-0.00008308i, -0.00019048+0.00022809i, -0.00007361-0.00013994i, +0.00011214-0.00014163i, -0.00004719-0.00015880i, -0.00016465+0.00000049i, -0.00007330-0.00020978i, +0.00022907+0.00004227i, -0.00000491-0.00014394i, +0.00006187+0.00014764i, +0.00025774-0.00009395i, +0.00000688-0.00000942i, -0.00017303-0.00000430i, +0.00025561-0.00021754i, +0.00000124+0.00004004i, +0.00005547+0.00001316i, +0.00009788+0.00008494i, +0.00012885-0.00001538i, +0.00015068+0.00026410i, -0.00010681+0.00027973i, -0.00031854-0.00022884i, +0.01533709-0.00000000i, -0.00017525+0.00014427i, -0.00000456+0.00037534i, -0.00016449+0.00011288i, +0.00023013-0.00016180i, +0.00007230+0.00000258i, +0.00001638-0.00000246i, -0.00010569-0.00012574i, +0.00010233+0.00014015i, +0.00003092+0.00015536i, -0.00007384+0.00025434i, -0.00007843+0.00004839i, -0.00040582-0.00021069i
+0.00016203+0.00014247i, -0.00015021-0.00003038i, -0.00017889+0.00013494i, -0.00008766-0.00018263i, +0.00000719+0.00041139i, -0.00024724+0.00017041i, +0.00022016+0.00014691i, +0.00025078+0.00011236i, -0.00039426+0.00013225i, +0.00001492+0.00010305i, -0.00013325-0.00041618i, +0.00002484+0.00017800i, -0.00008225+0.00023759i, +0.00001621+0.00004171i, -0.00013269+0.00014839i, +0.00014494-0.00002097i, -0.00003584-0.00004631i, +0.00000092+0.00012957i, +0.00012140+0.00016214i, -0.00024189+0.00014728i, +0.00010737-0.00048072i, +0.00005994-0.00015604i, +0.00012504-0.00022445i, +0.00035649-0.00004594i, -0.00008916+0.00017809i, -0.00002177-0.00020386i, -0.00032779-0.00023114i, +0.00007166-0.00007305i, +0.00030684-0.00013548i, +0.00042740-0.00015579i, -0.00012045+0.00005450i, +0.00013148-0.00000825i, +0.00009293+0.00047504i, -0.00024518+0.00010052i, -0.00020953+0.00029036i, -0.00001226-0.00002553i, -0.00046548+0.00021508i, -0.00022672-0.00025947i, -0.00005106+0.00031042i, -0.00023743-0.00008936i, -0.00053717-0.00002415i, -0.00018380-0.00012262i, +0.00034651+0.00009740i, -0.00012544-0.00006156i, -0.00036666+0.00012269i, +0.00000254-0.00001235i, -0.00004870-0.00002238i, -0.00025593-0.00033360i, -0.00001161-0.00011355i, -0.00007718-0.00000369i, +0.00024040+0.00030964i, -0.00017525-0.00014427i, +0.01523741+0.00000000i, +0.00028238-0.00009736i, +0.00021721+0.00009987i, -0.00072814-0.00008758i, -0.00004441-0.00027459i, +0.00000078+0.00013759i, -0.00010433+0.00040337i, -0.00026719-0.00017288i, +0.00029384-0.00024185i, +0.00043421-0.00009271i, +0.00039793+0.00001735i, +0.00029268+0.00022623i
+0.00003879+0.00004099i, +0.00005203-0.00006652i, -0.00016269+0.00016468i, +0.00011896-0.00015338i, -0.00000442+0.00009438i, -0.00019029+0.00016938i, +0.00003341+0.00026321i, +0.00007382+0.00015137i, -0.00030516+0.00000547i, -0.00015215+0.00018003i, +0.00003865-0.00032811i, -0.00007766+0.00019772i, -0.00003213+0.00016493i, -0.00000051-0.00002244i, -0.00020765+0.00004327i, +0.00013888+0.00005593i, +0.00006590-0.00004934i, -0.00001755-0.00003627i, +0.00010076+0.00005758i, -0.00024771-0.00004807i, +0.00025558-0.00031701i, +0.00040315-0.00028022i, +0.00019854+0.00006627i, +0.00019286+0.00021795i, -0.00001752+0.00006006i, +0.00007120+0.00005547i, -0.00010325-0.00033332i, +0.00011500-0.00002060i, +0.00021536+0.00019114i, +0.00029065-0.00010736i, -0.00009806+0.00003704i, +0.00005135+0.00024419i, -0.00027911+0.00032464i, -0.00009111-0.00004630i, -0.00025016+0.00010504i, +0.00009996+0.00011082i, -0.00016923+0.00011176i, -0.00007340-0.00047127i, -0.00017362-0.00000638i, -0.00005613-0.00017312i, -0.00015171-0.00001085i, -0.00013165-0.00001540i, +0.00016598+0.00009966i, -0.00018096-0.00007708i, -0.00012062-0.00008822i, -0.00017288+0.00023929i, +0.00001864+0.00004671i, -0.00010527-0.00043529i, -0.00021247-0.00014113i, +0.00006576-0.00003446i, +0.00021602+0.00015730i, -0.00000456-0.00037534i, +0.00028238+0.00009736i, +0.01542086+0.00000000i, +0.00007824-0.00022904i, -0.00032927-0.00015681i, -0.00004019-0.00007831i, +0.00014199+0.00008324i, -0.00039916+0.00017321i, +0.00014150-0.00024362i, +0.00006006+0.00016845i, +0.00037966-0.00002566i, +0.00017459+0.00018102i, +0.00007256+0.00032701i
-0.00009157+0.00015058i, -0.00000446-0.00014985i, +0.00000034+0.00017698i, -0.00000347-0.00010479i, +0.00011798+0.00006396i, -0.00025557+0.00002535i, +0.00015073+0.00015416i, +0.00007378+0.00002562i, -0.00020448+0.00005687i, +0.00003653+0.00009691i, -0.00000770-0.00007068i, -0.00007224+0.00006074i, -0.00005484+0.00008766i, -0.00005390+0.00004963i, -0.00013192+0.00011786i, +0.00008953-0.00007364i, -0.00000503+0.00008194i, +0.00005404+0.00009360i, +0.00009146+0.00006077i, -0.00016560+0.00015285i, +0.00000977-0.00023027i, +0.00012635-0.00015408i, +0.00019124-0.00010697i, +0.00019053-0.00006548i, -0.00008358+0.00017179i, +0.00004534-0.00014441i, -0.00002069-0.00026696i, +0.00009743+0.00001206i, +0.00010419+0.00008530i, +0.00030017-0.00007559i, -0.00014975+0.00006793i, +0.00009203+0.00001392i, -0.00002253+0.00024436i, -0.00016294+0.00005391i, -0.00018647+0.00002384i, +0.00003951+0.00008236i, -0.00009184+0.00023081i, +0.00005759-0.00018251i, -0.00035420-0.00006222i, -0.00012146-0.00013769i, -0.00014900-0.00002562i, +0.00004181+0.00008332i, +0.00046354+0.00014103i, -0.00005983+0.00005536i, -0.00026730-0.00007673i, -0.00005401+0.00003402i, -0.00017632+0.00007509i, -0.00004695-0.00024442i, -0.00015668-0.00000404i, -0.00005154-0.00004307i, +0.00035999+0.00012433i, -0.00016449-0.00011288i, +0.00021721-0.00009987i, +0.00007824+0.00022904i, +0.01522658+0.00000000i, -0.00024512+0.00014989i, -0.00011739+0.00004774i, +0.00001590+0.00017537i, -0.00002001+0.00027454i, +0.00002231-0.00026203i, -0.00001281-0.00002302i, +0.00014073-0.00006728i, +0.00033798-0.00019134i, +0.00015737+0.00024019i
-0.00014329-0.00009040i, +0.00025512+0.00016700i, +0.00004220-0.00018862i, +0.00030189+0.00021501i, -0.00009529-0.00012593i, +0.00019998-0.00019779i, -0.00010025-0.00004768i, -0.00030191+0.00004494i, +0.00024688-0.00025768i, -0.00011557-0.00007169i, +0.00029483+0.00041574i, +0.00004814-0.00011651i, -0.00003874-0.00017965i, +0.00004198+0.00000268i, +0.00016024-0.00024437i, -0.00014493+0.00012999i, -0.00000093-0.00002229i, -0.00020755-0.00004170i, -0.00005388+0.00006790i, +0.00022722-0.00018992i, +0.00027655+0.00046106i, +0.00004733+0.00016455i, -0.00029465+0.00035479i, -0.00029834-0.00023373i, +0.00003734-0.00016018i, +0.00001431+0.00023108i, +0.00027998+0.00024931i, -0.00002106+0.00008398i, -0.00022843+0.00008827i, -0.00040070+0.00013481i, +0.00016403-0.00012609i, -0.00021242+0.00002379i, -0.00013823-0.00052187i, +0.00026025-0.00009731i, +0.00017431-0.00014180i, -0.00011001+0.00003953i, +0.00024432-0.00037835i, +0.00017540+0.00031228i, +0.00010105-0.00019418i, +0.00014420-0.00009887i, +0.00025422+0.00002345i, -0.00000432-0.00002877i, -0.00034312-0.00004970i, +0.00023576+0.00007528i, +0.00010109+0.00005078i, +0.00000286+0.00008273i, +0.00006970+0.00000935i, +0.00017031+0.00032830i, +0.00025216+0.00007197i, +0.00005040-0.00003201i, -0.00038664-0.00007285i, +0.00023013+0.00016180i, -0.00072814+0.00008758i, -0.00032927+0.00015681i, -0.00024512-0.00014989i, +0.01565853+0.00000000i, +0.00009647+0.00026282i, -0.00002098-0.00014868i, +0.00007814-0.00037772i, +0.00032069+0.00030486i, -0.00009077+0.00006478i, -0.00027665+0.00009813i, -0.00037934+0.00000512i, -0.00038398-0.00035297i
-0.00016796+0.00014252i, +0.00003344-0.00013997i, -0.00013925+0.00000448i, +0.00004871-0.00003749i, -0.00015870+0.00002776i, +0.00006906-0.00017330i, -0.00002334-0.00010601i, -0.00011129+0.00015436i, -0.00021604-0.00007928i, -0.00005762-0.00003078i, +0.00029379+0.00007957i, -0.00013793-0.00007237i, -0.00009931+0.00013368i, -0.00000589+0.00003292i, -0.00000445-0.00009926i, -0.00006141+0.00008109i, +0.00011786-0.00017966i, -0.00006829-0.00003240i, +0.00007182+0.00014570i, -0.00002850-0.00009588i, +0.00041315+0.00002977i, +0.00008317+0.00000363i, +0.00001782+0.00025825i, -0.00008627+0.00015029i, -0.00006077+0.00005388i, +0.00018514+0.00002567i, +0.00021071-0.00007103i, -0.00001382-0.00003893i, +0.00012094+0.00003603i, -0.00004653+0.00017155i, +0.00011031-0.00016232i, +0.00003090+0.00004696i, -0.00026484-0.00005480i, -0.00007081-0.00005047i, -0.00019866-0.00015070i, +0.00000534-0.00001186i, -0.00028997-0.00023480i, +0.00012769-0.00020999i, -0.00005197-0.00007238i, -0.00005270-0.00002720i, -0.00011530-0.00035895i, +0.00007148-0.00003821i, +0.00009692+0.00024824i, -0.00007703-0.00010983i, +0.00009611-0.00006304i, -0.00006063+0.00004722i, +0.00009264-0.00003621i, +0.00018612-0.00002173i, +0.00003458-0.00016711i, +0.00003629+0.00000715i, -0.00013341-0.00006029i, +0.00007230-0.00000258i, -0.00004441+0.00027459i, -0.00004019+0.00007831i, -0.00011739-0.00004774i, +0.00009647-0.00026282i, +0.01544153+0.00000000i, +0.00003494-0.00002200i, -0.00017613-0.00030182i, +0.00052732-0.00007174i, +0.00008173+0.00017237i, +0.00007100+0.00025041i, +0.00007763+0.00023493i, -0.00012530+0.00025566i
-0.00007880+0.00003181i, -0.00010004+0.00002640i, -0.00001046+0.00003655i, -0.00000866+0.00012519i, +0.00012710-0.00014587i, +0.00005247+0.00009294i, +0.00008302-0.00010895i, +0.00001332-0.00009692i, +0.00004325+0.00010001i, -0.00011901-0.00004825i, -0.00014102+0.00012237i, +0.00019049+0.00007898i, -0.00000393+0.00003033i, +0.00006971+0.00015416i, +0.00016274+0.00001452i, -0.00010948-0.00001972i, -0.00006242+0.00004277i, +0.00007253-0.00010470i, -0.00013278-0.00010465i, -0.00004430+0.00000384i, -0.00008984+0.00009524i, +0.00021245+0.00003619i, -0.00008371-0.00007327i, -0.00001418-0.00016366i, +0.00011983+0.00007521i, +0.00010228+0.00003697i, -0.00006926+0.00015333i, +0.00004544-0.00008095i, -0.00003272-0.00002730i, +0.00012064-0.00010927i, +0.00004941+0.00010253i, -0.00009898+0.00004995i, +0.00018650+0.00000270i, +0.00004660+0.00007564i, +0.00011570+0.00011934i, +0.00010931-0.00008346i, +0.00010251-0.00005624i, -0.00017378+0.00005691i, +0.00003481-0.00000792i, -0.00011432+0.00008397i, +0.00010080+0.00011481i, -0.00004982-0.00011332i, -0.00013280-0.00009158i, -0.00008554+0.00002081i, -0.00003396+0.00015208i, +0.00007090+0.00002283i, +0.00001080+0.00001934i, -0.00011447+0.00009383i, -0.00001672+0.00003937i, +0.00001121-0.00000983i, +0.00024458-0.00017003i, +0.00001638+0.00000246i, +0.00000078-0.00013759i, +0.00014199-0.00008324i, +0.00001590-0.00017537i, -0.00002098+0.00014868i, +0.00003494+0.00002200i, +0.01522603+0.00000000i, +0.00021317+0.00026438i, +0.00009026+0.00011664i, +0.00001365+0.00002997i, -0.00008955-0.00010624i, -0.00016996-0.00004668i, +0.00005550-0.00022146i
-0.00003083-0.00006102i, -0.00008150+0.00015440i, +0.00011872+0.00014101i, -0.00018106+0.00014324i, +0.00026689-0.00016497i, +0.00012442+0.00027262i, -0.00003763-0.00016376i, -0.00000035-0.00024943i, +0.00033276+0.00014440i, +0.00008536-0.00007288i, -0.00067628+0.00050950i, +0.00020548-0.00002147i, +0.00025857-0.00023894i, -0.00008116+0.00006408i, +0.00027684-0.00003688i, -0.00002857-0.00012376i, -0.00012602+0.00005021i, +0.00008939-0.00017349i, +0.00003793-0.00003845i, +0.00034150+0.00024840i, -0.00040475+0.00030824i, -0.00015136+0.00007959i, -0.00056651-0.00035978i, -0.00004000-0.00043648i, +0.00004547-0.00004312i, -0.00028756+0.00017892i, -0.00022863+0.00072363i, -0.00023361-0.00013696i, -0.00013434-0.00035136i, -0.00019023-0.00017511i, +0.00035570+0.00024201i, -0.00002564-0.00008246i, +0.00067899-0.00033978i, +0.00011350+0.00024434i, +0.00031993-0.00009114i, -0.00008378-0.00021137i, +0.00047746+0.00002323i, -0.00024228+0.00034267i, +0.00024554+0.00020173i, -0.00010364+0.00028113i, +0.00016148+0.00047527i, -0.00015021+0.00000907i, -0.00026584-0.00050399i, +0.00001498+0.00001472i, -0.00008316+0.00018360i, -0.00010491-0.00012310i, -0.00001221+0.00006535i, -0.00015317+0.00035259i, +0.00005039+0.00022844i, -0.00002780+0.00010580i, +0.00018947-0.00041979i, -0.00010569+0.00012574i, -0.00010433-0.00040337i, -0.00039916-0.00017321i, -0.00002001-0.00027454i, +0.00007814+0.00037772i, -0.00017613+0.00030182i, +0.00021317-0.00026438i, +0.01625671+0.00000000i, -0.00010636+0.00056114i, -0.00043715-0.00021333i, -0.00033876-0.00024963i, -0.00021468-0.00039210i, +0.00023238-0.00066589i
-0.00010634-0.00004335i, +0.00019144-0.00007893i, -0.00002400-0.00003873i, +0.00008464-0.00008040i, -0.00009451-0.00008780i, +0.00005028-0.00023801i, -0.00000114+0.00015488i, -0.00008102-0.00005787i, -0.00000668-0.00023871i, -0.00030488-0.00001533i, +0.00031595+0.00008025i, -0.00031007-0.00020029i, -0.00009252-0.00005645i, -0.00001239-0.00000408i, +0.00005296-0.00022708i, -0.00002170+0.00007993i, +0.00009469-0.00002787i, +0.00017962+0.00004650i, +0.00004078+0.00005236i, -0.00010387-0.00015675i, +0.00029342+0.00015372i, +0.00022203-0.00001147i, +0.00004613+0.00031077i, -0.00017654+0.00005531i, -0.00013574-0.00002056i, +0.00014847+0.00011256i, +0.00024433+0.00011569i, +0.00009692-0.00000862i, -0.00005218+0.00010830i, -0.00009105+0.00029067i, -0.00009328-0.00013032i, +0.00020335+0.00008913i, -0.00023371-0.00034587i, +0.00001719-0.00015977i, -0.00002046-0.00020431i, -0.00004624-0.00006422i, -0.00002676-0.00021123i, +0.00018655-0.00003534i, -0.00002375-0.00010988i, +0.00010447+0.00002679i, +0.00029064-0.00028500i, -0.00002416-0.00002050i, -0.00023273+0.00020083i, -0.00021157-0.00031324i, +0.00007201-0.00009465i, -0.00015517-0.00011001i, +0.00008242-0.00005508i, +0.00035249-0.00003967i, +0.00001367-0.00012525i, +0.00011752-0.00011309i, -0.00018545-0.00002171i, +0.00010233-0.00014015i, -0.00026719+0.00017288i, +0.00014150+0.00024362i, +0.00002231+0.00026203i, +0.00032069-0.00030486i, +0.00052732+0.00007174i, +0.00009026-0.00011664i, -0.00010636-0.00056114i, +0.01589089+0.00000000i, -0.00007235+0.00016890i, -0.00005313+0.00026825i, -0.00005393+0.00016350i, -0.00024111-0.00001831i
+0.00010727+0.00001562i, -0.00010426-0.00002706i, -0.00012623+0.00003049i, -0.00003154-0.00010678i, -0.00010862+0.00018198i, -0.00009813-0.00002892i, -0.00004998+0.00014509i, +0.00006833+0.00011254i, -0.00015061+0.00012968i, -0.00001434+0.00014201i, +0.00003569-0.00021084i, -0.00006099+0.00001966i, -0.00014987-0.00010780i, +0.00000053-0.00006893i, -0.00014600-0.00002086i, +0.00016380-0.00002886i, -0.00001003-0.00017298i, -0.00003679+0.00014343i, -0.00003935+0.00004290i, -0.00009604-0.00005588i, +0.00012274-0.00039571i, +0.00008306-0.00004735i, +0.00006213-0.00006072i, +0.00007300+0.00008335i, -0.00006322-0.00004756i, +0.00011997-0.00002271i, -0.00005327-0.00021377i, -0.00001180-0.00004314i, +0.00013285-0.00010751i, +0.00021123-0.00000566i, -0.00025716-0.00014043i, +0.00002866+0.00000495i, -0.00014907+0.00026831i, -0.00011485-0.00000457i, -0.00011828+0.00009110i, +0.00010446-0.00004102i, -0.00014095+0.00031809i, -0.00004135-0.00023142i, -0.00022289+0.00010829i, -0.00007855-0.00005256i, -0.00003767+0.00003517i, +0.00004863-0.00002246i, +0.00006002+0.00000781i, +0.00011367+0.00009189i, -0.00041865-0.00029331i, +0.00015954+0.00005086i, -0.00009420-0.00003679i, -0.00011394-0.00021563i, +0.00012871-0.00021198i, +0.00011936-0.00012580i, +0.00003809+0.00010751i, +0.00003092-0.00015536i, +0.00029384+0.00024185i, +0.00006006-0.00016845i, -0.00001281+0.00002302i, -0.00009077-0.00006478i, +0.00008173-0.00017237i, +0.00001365-0.00002997i, -0.00043715+0.00021333i, -0.00007235-0.00016890i, +0.01570388+0.00000000i, +0.00012555+0.00021582i, +0.00041381-0.00000070i, -0.00001196+0.00045960i
+0.00007037+0.00009365i, +0.00014049-0.00021509i, -0.00001296+0.00004883i, -0.00001035-0.00031330i, -0.00004099+0.00024085i, -0.00049852+0.00002663i, +0.00012082+0.00004277i, +0.00014634+0.00014011i, -0.00033980+0.00017126i, -0.00001004+0.00020522i, -0.00012329-0.00060758i, +0.00000604+0.00008921i, -0.00002471+0.00027016i, -0.00015078-0.00024953i, -0.00024952+0.00017271i, +0.00024844-0.00008375i, -0.00004553-0.00010986i, +0.00013001+0.00003728i, +0.00014636+0.00005311i, -0.00025223+0.00008336i, +0.00001733-0.00047435i, +0.00018402-0.00050042i, +0.00031904-0.00016247i, +0.00039706+0.00009827i, -0.00005912+0.00011867i, +0.00014597-0.00011418i, -0.00022667-0.00028463i, +0.00032408+0.00008050i, +0.00032696+0.00007972i, +0.00062397-0.00025034i, -0.00016348+0.00004307i, +0.00020583+0.00005739i, -0.00000501+0.00054764i, -0.00030951+0.00024007i, -0.00029491+0.00013000i, -0.00006116-0.00000756i, -0.00033747+0.00024523i, -0.00012684-0.00009910i, -0.00012232+0.00009330i, -0.00015123-0.00019436i, -0.00022795-0.00006911i, -0.00000492+0.00010368i, +0.00033665+0.00006735i, -0.00006399-0.00017793i, -0.00021039-0.00019052i, -0.00030346-0.00013445i, -0.00004778-0.00016275i, -0.00016594-0.00041475i, -0.00013193-0.00002823i, +0.00004159-0.00022411i, +0.00020027+0.00029380i, -0.00007384-0.00025434i, +0.00043421+0.00009271i, +0.00037966+0.00002566i, +0.00014073+0.00006728i, -0.00027665-0.00009813i, +0.00007100-0.00025041i, -0.00008955+0.00010624i, -0.00033876+0.00024963i, -0.00005313-0.00026825i, +0.00012555-0.00021582i, +0.01632464+0.00000000i, +0.00003395+0.00028706i, +0.00038587+0.00070066i
+0.00018764+0.00013031i, -0.00018928-0.00020955i, -0.00015315+0.00020394i, -0.00020628-0.00015532i, -0.00000368+0.00012010i, -0.00041475+0.00022048i, +0.00024491+0.00019058i, +0.00015342+0.00007255i, -0.00020585+0.00019421i, +0.00003649+0.00007617i, -0.00033474-0.00053102i, +0.00000266-0.00007311i, +0.00018287+0.00011680i, +0.00009946+0.00004136i, -0.00015540+0.00005510i, +0.00013965-0.00008537i, +0.00005408-0.00001712i, +0.00016091+0.00008987i, +0.00031710+0.00013860i, -0.00018431+0.00025391i, -0.00011868-0.00029689i, -0.00009248-0.00015586i, +0.00028483-0.00000602i, +0.00023737-0.00013997i, -0.00001898-0.00015534i, -0.00011784-0.00027497i, -0.00017164-0.00029151i, +0.00009660-0.00012652i, +0.00020416+0.00006927i, +0.00032057-0.00018486i, -0.00017035+0.00000256i, +0.00007140-0.00015263i, +0.00007515+0.00039897i, -0.00021563+0.00017945i, -0.00017235+0.00010898i, +0.00007021+0.00008843i, -0.00018482+0.00046376i, -0.00009762-0.00026729i, -0.00023767+0.00052725i, -0.00018201-0.00005773i, -0.00038926+0.00017044i, +0.00006730-0.00007206i, +0.00046001-0.00006618i, -0.00008880+0.00005488i, -0.00040313+0.00009572i, +0.00013070+0.00003235i, -0.00043621-0.00033920i, -0.00021016-0.00033654i, -0.00021083-0.00007669i, -0.00014137-0.00001583i, +0.00017988+0.00034649i, -0.00007843-0.00004839i, +0.00039793-0.00001735i, +0.00017459-0.00018102i, +0.00033798+0.00019134i, -0.00037934-0.00000512i, +0.00007763-0.00023493i, -0.00016996+0.00004668i, -0.00021468+0.00039210i, -0.00005393-0.00016350i, +0.00041381+0.00000070i, +0.00003395-0.00028706i, +0.01622546+0.00000000i, +0.00042085+0.00055006i
